model,hr.expense.extract.words,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,,,,many2one,res.users,Created by,False,version 2
2,display_name,,,,char,,Display Name,False,version 2
3,write_date,,,,datetime,,Last Updated on,False,version 2
4,__last_update,,,,datetime,,Last Modified on,False,version 2
5,write_uid,,,,many2one,res.users,Last Updated by,False,version 2
6,word_page,,,,integer,,Word Page,False,version 2
7,expense_id,,,,many2one,hr.expense,Expense,False,version 2
8,create_date,,,,datetime,,Created on,False,version 2
9,word_text,,,,char,,Word Text,False,version 2
10,id,,,,integer,,ID,False,version 2
,,,,
,,,,
